,gloss_bbox,gloss_instance_id,gloss_split,gloss_video_id,gloss
8966,"[62, 4, 249, 240]",5,train,55070,strange
8967,"[402, 55, 804, 720]",6,train,55071,strange
8968,"[85, 0, 533, 480]",7,train,55072,strange
8969,"[118, 0, 488, 480]",8,val,55073,strange
8970,"[70, 26, 205, 192]",9,test,55074,strange
8975,"[201, 50, 559, 400]",2,train,55157,street
8976,"[156, 23, 462, 370]",3,val,66569,street
8977,"[48, 0, 276, 240]",4,train,55150,street
8979,"[410, 56, 820, 720]",6,train,55151,street
8980,"[148, 0, 571, 480]",7,train,55152,street
8981,"[39, 0, 594, 480]",8,val,55153,street
8982,"[80, 4, 232, 192]",9,test,55154,street
8987,"[195, 55, 558, 400]",2,train,55184,stress
8988,"[207, 9, 479, 370]",3,val,66570,stress
8989,"[693, 62, 1699, 1080]",4,train,55176,stress
8991,"[776, 62, 1811, 1080]",6,train,55177,stress
8992,"[677, 68, 1618, 1077]",7,train,55178,stress
8993,"[134, 0, 524, 480]",8,val,55179,stress
8994,"[8, 0, 512, 480]",9,test,55180,stress
8995,"[58, 8, 210, 192]",10,test,55181,stress
8996,"[55, 6, 202, 192]",11,train,55182,stress
8999,"[190, 54, 557, 400]",2,train,55206,strict
9000,"[174, 30, 478, 370]",3,val,66571,strict
9002,"[65, 6, 247, 240]",5,train,55198,strict
9003,"[404, 55, 807, 720]",6,train,55199,strict
9004,"[142, 0, 510, 480]",7,train,55200,strict
9005,"[47, 20, 275, 240]",8,val,55201,strict
9006,"[61, 10, 221, 192]",9,test,55202,strict
9010,"[316, 33, 1000, 720]",1,train,69493,strong
9013,"[87, 22, 585, 370]",4,train,66572,strong
9014,"[223, 15, 546, 414]",5,train,55276,strong
9015,"[183, 54, 569, 400]",6,train,55286,strong
9016,"[718, 84, 1575, 1080]",7,train,55277,strong
9017,"[739, 87, 1529, 1080]",8,val,55278,strong
9018,"[155, 0, 560, 480]",9,test,55279,strong
9019,"[128, 0, 527, 480]",10,test,55280,strong
9020,"[71, 13, 227, 192]",12,train,55283,strong
9024,"[60, 1, 266, 240]",4,val,55658,sugar
9025,"[198, 52, 538, 400]",5,train,55668,sugar
9026,"[426, 60, 807, 720]",6,train,55659,sugar
9027,"[732, 50, 1609, 1077]",7,train,55660,sugar
9028,"[148, 0, 508, 480]",8,train,55661,sugar
9029,"[133, 0, 486, 480]",9,val,55662,sugar
9030,"[69, 11, 207, 192]",10,test,55663,sugar
9031,"[70, 9, 211, 192]",11,test,55664,sugar
9034,"[270, 25, 937, 720]",1,train,69495,summer
9035,"[195, 33, 495, 400]",2,train,55738,summer
9036,"[139, 23, 459, 370]",3,val,66579,summer
9038,"[416, 58, 809, 720]",5,train,55731,summer
9039,"[645, 69, 1645, 1074]",6,train,55732,summer
9040,"[90, 0, 519, 480]",7,train,55733,summer
9041,"[52, 1, 556, 480]",8,val,55734,summer
9042,"[59, 9, 228, 192]",9,test,55735,summer
9049,"[216, 36, 483, 400]",4,train,56167,suspect
9050,"[75, 4, 227, 180]",5,train,56158,suspect
9051,"[54, 15, 246, 240]",6,train,56159,suspect
9052,"[566, 52, 1609, 1065]",7,train,56160,suspect
9053,"[116, 39, 518, 480]",8,val,56161,suspect
9054,"[138, 0, 536, 480]",9,test,56162,suspect
9055,"[50, 10, 218, 192]",10,test,56163,suspect
9061,"[230, 38, 526, 400]",4,train,56305,sweetheart
9062,"[52, 5, 279, 240]",5,train,56295,sweetheart
9063,"[421, 70, 906, 720]",6,train,56296,sweetheart
9064,"[202, 20, 806, 718]",7,train,56297,sweetheart
9065,"[132, 0, 579, 480]",8,val,56298,sweetheart
9066,"[177, 15, 513, 360]",9,test,56299,sweetheart
9067,"[88, 19, 238, 192]",10,test,56300,sweetheart
9070,"[66, 28, 213, 192]",1,train,57139,tease
9073,"[248, 54, 510, 400]",4,train,57141,tease
9074,"[95, 26, 228, 240]",5,train,57132,tease
9075,"[679, 144, 1430, 1080]",6,train,57133,tease
9076,"[144, 0, 513, 480]",7,train,57134,tease
9077,"[57, 0, 492, 360]",8,val,57135,tease
9078,"[73, 23, 201, 192]",9,test,57136,tease
9079,"[79, 21, 208, 192]",10,test,57137,tease
9080,"[73, 21, 212, 192]",11,train,57138,tease
9082,"[21, 11, 224, 192]",1,train,57677,that
9083,"[122, 0, 536, 480]",2,train,57674,that
9084,"[104, 23, 494, 360]",3,val,57675,that
9085,"[78, 31, 464, 370]",4,train,66599,that
9087,"[59, 15, 242, 240]",6,train,57670,that
9089,"[394, 50, 806, 720]",8,val,57671,that
9092,"[106, 0, 538, 480]",12,train,57673,that
9094,"[76, 16, 205, 192]",1,train,57765,themselves
9097,"[183, 53, 541, 400]",4,train,57768,themselves
9098,"[317, 39, 1663, 1080]",5,train,57758,themselves
9099,"[141, 0, 529, 480]",6,train,57759,themselves
9100,"[25, 0, 298, 240]",7,train,57760,themselves
9101,"[15, 1, 278, 240]",8,val,57761,themselves
9102,"[85, 13, 218, 192]",9,test,57762,themselves
9103,"[46, 12, 228, 192]",10,test,57763,themselves
9104,"[75, 13, 220, 192]",11,train,57764,themselves
9106,"[99, 23, 203, 192]",1,train,57807,therapy
9109,"[156, 33, 471, 370]",5,train,66605,therapy
9112,"[697, 43, 1665, 1080]",9,train,57802,therapy
9113,"[641, 50, 1601, 1080]",10,val,57803,therapy
9114,"[154, 0, 537, 480]",11,test,57804,therapy
9115,"[127, 0, 543, 480]",12,test,57805,therapy
9116,"[98, 23, 201, 192]",13,train,57806,therapy
9118,"[375, 41, 934, 720]",1,train,69506,thirsty
9119,"[181, 52, 522, 400]",2,train,58031,thirsty
9120,"[177, 34, 455, 370]",3,val,66615,thirsty
9122,"[69, 11, 236, 240]",5,train,58024,thirsty
9123,"[464, 65, 855, 720]",6,train,58025,thirsty
9124,"[368, 12, 795, 477]",7,train,58026,thirsty
9125,"[150, 0, 530, 480]",8,val,58027,thirsty
9126,"[122, 0, 551, 480]",9,test,58028,thirsty
9127,"[78, 20, 200, 192]",10,test,58029,thirsty
9132,"[49, 0, 277, 240]",3,val,58387,ticket
9133,"[192, 61, 568, 400]",4,train,58397,ticket
9134,"[407, 56, 826, 720]",5,train,58388,ticket
9135,"[142, 0, 576, 480]",6,train,58389,ticket
9136,"[107, 0, 525, 360]",7,train,58390,ticket
9137,"[120, 0, 588, 480]",8,val,58391,ticket
9138,"[91, 22, 219, 192]",9,test,58392,ticket
9139,"[78, 21, 220, 192]",10,test,58393,ticket
9144,"[162, 49, 540, 400]",3,val,58944,top
9145,"[136, 34, 471, 370]",4,train,66658,top
9146,"[71, 14, 240, 240]",5,train,58935,top
9147,"[717, 39, 1605, 1080]",6,train,58936,top
9148,"[146, 0, 595, 480]",7,train,58937,top
9149,"[43, 0, 583, 480]",8,val,58938,top
9150,"[1, 0, 581, 480]",9,test,58939,top
9151,"[48, 23, 202, 192]",10,test,58940,top
9155,"[82, 14, 224, 192]",2,train,59909,tuesday
9156,"[68, 20, 213, 192]",3,val,59910,tuesday
9159,"[180, 52, 562, 400]",7,train,59913,tuesday
9160,"[57, 0, 277, 240]",8,train,59903,tuesday
9161,"[399, 52, 809, 720]",9,val,59904,tuesday
9162,"[522, 0, 1360, 1080]",10,test,59905,tuesday
9163,"[148, 0, 530, 480]",11,test,59906,tuesday
9164,"[36, 8, 269, 240]",12,train,59907,tuesday
9165,"[598, 91, 1564, 1079]",2,train,59953,turkey
9166,"[590, 83, 1562, 1080]",3,train,59954,turkey
9167,"[67, 0, 538, 480]",5,train,59956,turkey
9168,"[34, 0, 320, 240]",7,val,59958,turkey
9169,"[59, 15, 214, 192]",8,train,59959,turkey
9170,"[138, 35, 459, 370]",10,train,66683,turkey
9175,"[179, 54, 559, 400]",17,test,59966,turkey
9176,"[377, 59, 814, 720]",18,train,59952,turkey
9179,"[171, 46, 541, 400]",2,train,60768,university
9180,"[204, 29, 485, 370]",3,val,66707,university
9182,"[26, 0, 254, 240]",5,train,60760,university
9183,"[415, 68, 872, 720]",6,train,60761,university
9184,"[361, 63, 1009, 720]",7,train,60762,university
9185,"[89, 0, 522, 480]",8,val,60763,university
9186,"[58, 10, 265, 240]",9,test,60764,university
9187,"[73, 5, 220, 192]",10,test,60765,university
9192,"[190, 29, 494, 370]",3,val,66708,until
9193,"[168, 54, 540, 400]",4,train,60860,until
9194,"[48, 0, 270, 240]",5,train,60851,until
9195,"[426, 62, 823, 720]",6,train,60852,until
9196,"[578, 50, 1588, 1073]",7,train,60853,until
9197,"[64, 0, 527, 480]",8,val,60854,until
9198,"[45, 15, 246, 240]",9,test,60855,until
9199,"[64, 9, 206, 192]",10,test,60856,until
9201,"[200, 55, 557, 400]",3,test,62458,watch
9202,"[725, 79, 1557, 1079]",4,val,62440,watch
9203,"[710, 80, 1576, 1080]",8,train,62443,watch
9204,"[132, 0, 541, 480]",9,train,62444,watch
9205,"[125, 0, 526, 480]",10,train,62445,watch
9206,"[436, 55, 831, 720]",12,train,62439,watch
9207,"[34, 7, 285, 240]",13,test,62447,watch
9208,"[75, 18, 277, 240]",14,val,62448,watch
9209,"[78, 18, 218, 192]",18,train,62452,watch
9210,"[69, 13, 206, 192]",19,train,62453,watch
9215,"[188, 54, 542, 400]",2,train,62593,weak
9217,"[65, 31, 255, 240]",4,train,62585,weak
9218,"[389, 56, 813, 720]",5,train,62586,weak
9219,"[330, 26, 765, 480]",6,train,62587,weak
9220,"[132, 0, 521, 480]",7,train,62588,weak
9221,"[56, 0, 501, 480]",8,val,62589,weak
9222,"[62, 12, 216, 192]",9,test,62590,weak
9223,"[68, 13, 215, 192]",10,test,62591,weak
9227,"[142, 57, 623, 400]",3,train,62697,wedding
9228,"[161, 27, 598, 370]",4,val,66757,wedding
9229,"[29, 0, 301, 240]",5,train,62689,wedding
9231,"[361, 71, 904, 720]",7,train,62690,wedding
9232,"[406, 26, 1059, 720]",8,train,62691,wedding
9233,"[72, 0, 570, 480]",9,val,62692,wedding
9234,"[45, 0, 569, 480]",10,test,62693,wedding
9235,"[57, 15, 238, 192]",11,test,62694,wedding
9238,"[597, 68, 1359, 1075]",1,train,69536,will
9241,"[127, 0, 533, 480]",6,train,63363,will
9242,"[68, 7, 220, 192]",7,train,63364,will
9247,"[187, 52, 543, 400]",17,test,63374,will
9248,"[100, 0, 519, 480]",19,train,63360,will
9251,"[139, 55, 631, 400]",2,train,63410,wind
9252,"[124, 0, 555, 370]",3,val,66790,wind
9253,"[57, 10, 266, 180]",4,train,63402,wind
9254,"[355, 64, 962, 720]",5,train,63403,wind
9255,"[513, 54, 1755, 1080]",6,train,63404,wind
9256,"[55, 9, 604, 480]",7,train,63405,wind
9257,"[76, 0, 602, 480]",8,val,63406,wind
9258,"[53, 21, 259, 192]",9,test,63407,wind
9259,"[50, 12, 268, 192]",10,test,63408,wind
9262,"[60, 8, 219, 192]",1,train,63836,world
9263,"[69, 23, 203, 192]",2,train,63837,world
9266,"[180, 32, 482, 370]",5,train,66807,world
9269,"[239, 37, 511, 400]",8,val,63841,world
9270,"[87, 10, 256, 180]",9,test,63831,world
9271,"[33, 0, 292, 240]",10,test,63832,world
9272,"[55, 12, 273, 240]",12,train,63834,world
9275,"[80, 0, 580, 480]",2,train,63878,worry
9276,"[61, 2, 241, 192]",3,val,63879,worry
9278,"[148, 24, 552, 370]",6,train,66810,worry
9281,"[14, 0, 306, 240]",10,val,63873,worry
9282,"[509, 55, 1673, 1080]",12,test,63875,worry
9283,"[84, 8, 579, 480]",13,test,63876,worry
9284,"[71, 0, 563, 480]",14,train,63877,worry
9287,"[69, 31, 230, 240]",3,train,63948,wow
9288,"[219, 37, 487, 400]",5,val,63968,wow
9289,"[369, 55, 809, 720]",6,train,63949,wow
9290,"[661, 90, 1445, 1080]",8,train,63951,wow
9291,"[638, 71, 1486, 1074]",10,train,63953,wow
9292,"[740, 143, 1556, 1080]",13,train,63955,wow
9293,"[126, 8, 520, 480]",15,val,63958,wow
9294,"[92, 0, 515, 480]",18,test,63961,wow
9295,"[79, 17, 215, 192]",19,test,63962,wow
9296,"[71, 19, 213, 192]",21,train,63964,wow
9300,"[173, 51, 566, 400]",3,val,64419,young
9301,"[19, 0, 297, 240]",4,train,64411,young
9303,"[793, 55, 1842, 1080]",7,train,64413,young
9304,"[88, 6, 603, 480]",8,train,64414,young
9305,"[105, 0, 560, 480]",9,val,64415,young
9306,"[62, 8, 229, 192]",10,test,64416,young
9309,"[240, 18, 991, 720]",0,test,69205,add
9310,"[166, 32, 484, 370]",1,train,65018,add
9311,"[76, 15, 202, 192]",2,train,00967,add
9312,"[38, 0, 309, 240]",6,val,00961,add
9314,"[229, 38, 510, 400]",9,test,00973,add
9315,"[367, 45, 1768, 1080]",10,train,00962,add
9316,"[436, 44, 1673, 1080]",11,train,00963,add
9317,"[301, 49, 1580, 1080]",12,train,00964,add
9318,"[90, 21, 531, 480]",13,train,00965,add
9319,"[87, 34, 516, 477]",14,val,00966,add
9321,"[42, 2, 234, 192]",1,train,01730,airplane
9323,"[164, 14, 467, 370]",5,val,65038,airplane
9324,"[39, 11, 261, 240]",6,train,01724,airplane
9326,"[165, 49, 554, 400]",8,train,01734,airplane
9327,"[605, 21, 1721, 1076]",10,train,01726,airplane
9328,"[101, 23, 503, 480]",11,train,01727,airplane
9329,"[131, 39, 525, 480]",12,train,01728,airplane
9330,"[53, 6, 222, 192]",13,val,01729,airplane
9333,"[221, 36, 505, 400]",2,train,02168,already
9334,"[52, 5, 258, 240]",3,val,02159,already
9335,"[65, 3, 268, 240]",4,train,02160,already
9336,"[708, 140, 1593, 1080]",5,test,02161,already
9337,"[723, 144, 1655, 1080]",6,train,02162,already
9338,"[73, 23, 575, 480]",7,train,02163,already
9339,"[110, 12, 514, 360]",8,train,02164,already
9340,"[63, 21, 213, 192]",9,train,02165,already
9341,"[74, 13, 227, 192]",10,val,02166,already
9343,"[503, 83, 1321, 1080]",1,train,69207,also
9344,"[193, 41, 478, 370]",2,train,65059,also
9345,"[71, 0, 230, 240]",3,test,02174,also
9346,"[122, 20, 513, 480]",4,val,02175,also
9347,"[80, 0, 640, 480]",5,train,02176,also
9348,"[70, 11, 209, 192]",6,train,02177,also
9349,"[65, 11, 211, 192]",7,train,02178,also
9352,"[202, 48, 551, 400]",10,val,02181,also
9355,"[165, 4, 492, 370]",3,train,65066,analyze
9356,"[183, 45, 556, 400]",4,val,02483,analyze
9357,"[4, 0, 320, 180]",5,train,02474,analyze
9358,"[58, 0, 252, 240]",6,test,02475,analyze
9359,"[33, 0, 289, 240]",7,train,02476,analyze
9360,"[540, 99, 1360, 1080]",8,train,02477,analyze
9361,"[93, 30, 605, 480]",9,train,02478,analyze
9362,"[47, 15, 587, 480]",10,train,02479,analyze
9363,"[69, 8, 229, 192]",11,val,02480,analyze
9366,"[158, 48, 549, 400]",2,train,02525,and
9367,"[152, 6, 474, 370]",3,val,65067,and
9369,"[46, 0, 263, 240]",6,test,02518,and
9370,"[102, 29, 520, 480]",7,train,02519,and
9371,"[129, 9, 518, 480]",8,train,02520,and
9372,"[73, 18, 211, 192]",9,train,02521,and
9376,"[87, 21, 586, 480]",1,train,02569,angry
9377,"[78, 9, 575, 480]",2,train,02570,angry
9378,"[71, 11, 237, 192]",4,val,02572,angry
9379,"[141, 29, 509, 370]",6,train,65072,angry
9382,"[34, 5, 285, 240]",11,train,02565,angry
9383,"[596, 138, 1547, 1080]",12,train,02566,angry
9384,"[365, 6, 1334, 1080]",13,train,02567,angry
9385,"[641, 30, 1769, 1080]",14,val,02568,angry
9388,"[187, 7, 490, 370]",5,train,65083,appear
9389,"[66, 9, 268, 240]",6,val,02951,appear
9391,"[202, 49, 557, 400]",8,test,02961,appear
9392,"[36, 0, 283, 240]",9,train,02952,appear
9393,"[604, 63, 1488, 1080]",10,train,02953,appear
9394,"[136, 24, 604, 480]",11,train,02954,appear
9395,"[73, 31, 560, 480]",12,train,02955,appear
9396,"[79, 14, 237, 192]",13,val,02956,appear
9398,"[365, 35, 908, 720]",1,train,69215,arm
9399,"[179, 48, 528, 400]",2,train,03344,arm
9400,"[205, 37, 489, 370]",3,val,65094,arm
9401,"[63, 10, 237, 240]",4,train,03337,arm
9403,"[738, 73, 1592, 1080]",6,train,03338,arm
9404,"[114, 20, 552, 480]",7,train,03339,arm
9405,"[150, 0, 541, 480]",8,train,03340,arm
9406,"[79, 16, 205, 192]",10,train,03342,arm
9409,"[180, 68, 589, 400]",1,train,03368,army
9410,"[136, 0, 486, 370]",2,train,65095,army
9412,"[48, 9, 258, 240]",4,train,03361,army
9413,"[80, 19, 551, 480]",5,test,03362,army
9414,"[68, 0, 514, 480]",6,train,03363,army
9415,"[47, 16, 207, 192]",7,train,03364,army
9419,"[364, 69, 1531, 1080]",1,test,03420,arrest
9420,"[132, 21, 485, 480]",3,train,03422,arrest
9421,"[308, 25, 1043, 720]",4,train,03423,arrest
9422,"[54, 14, 213, 192]",6,test,03425,arrest
9426,"[246, 35, 514, 400]",12,train,03430,arrest
9427,"[271, 68, 1609, 1080]",13,train,03417,arrest
9428,"[476, 60, 1524, 1080]",14,train,03418,arrest
9429,"[577, 73, 1529, 1080]",15,val,03419,arrest
9430,"[108, 23, 486, 370]",0,test,65100,asia
9432,"[177, 38, 502, 400]",2,train,03571,asia
9433,"[23, 0, 236, 240]",3,val,03562,asia
9435,"[348, 50, 828, 720]",5,test,03563,asia
9436,"[613, 47, 1512, 1080]",6,train,03564,asia
9437,"[116, 0, 545, 480]",7,train,03565,asia
9438,"[20, 0, 512, 480]",8,train,03566,asia
9439,"[58, 18, 212, 192]",10,train,03568,asia
9442,"[513, 53, 1054, 720]",4,train,03597,ask
9443,"[130, 32, 510, 480]",5,train,03598,ask
9444,"[88, 25, 532, 480]",6,val,03599,ask
9445,"[153, 15, 524, 480]",9,train,03602,ask
9446,"[85, 21, 212, 192]",10,test,03603,ask
9447,"[188, 1, 487, 370]",11,train,65101,ask
9448,"[58, 2, 250, 240]",13,train,03595,ask
9450,"[86, 21, 226, 192]",15,train,03605,ask
9451,"[82, 11, 217, 192]",17,val,03607,ask
9453,"[252, 36, 498, 400]",1,train,04048,attitude
9454,"[224, 30, 458, 370]",2,train,65108,attitude
9455,"[62, 5, 245, 240]",3,val,04040,attitude
9456,"[598, 76, 1506, 1074]",4,train,04041,attitude
9457,"[110, 32, 509, 480]",5,test,04042,attitude
9458,"[95, 0, 528, 480]",6,train,04043,attitude
9459,"[82, 9, 228, 192]",7,train,04044,attitude
9460,"[89, 8, 227, 192]",8,train,04045,attitude
9464,"[82, 46, 563, 480]",1,train,04066,attract
9465,"[56, 0, 598, 480]",2,test,04067,attract
9466,"[66, 3, 263, 240]",6,train,04062,attract
9467,"[75, 12, 205, 192]",7,train,04072,attract
9468,"[75, 12, 205, 192]",8,train,04073,attract
9470,"[200, 48, 570, 400]",11,train,04076,attract
9471,"[457, 65, 1642, 1080]",12,train,04063,attract
9472,"[115, 22, 535, 480]",13,val,04064,attract
9473,"[171, 6, 548, 360]",14,train,04065,attract
9475,"[115, 15, 519, 480]",1,train,04824,bald
9476,"[34, 5, 506, 473]",2,train,04825,bald
9477,"[49, 0, 218, 192]",3,val,04826,bald
9478,"[161, 14, 499, 370]",6,train,65130,bald
9479,"[44, 5, 229, 240]",7,test,04819,bald
9482,"[204, 0, 475, 400]",10,train,04831,bald
9483,"[374, 58, 846, 720]",12,train,04821,bald
9484,"[35, 0, 523, 480]",14,val,04823,bald
9485,"[175, 17, 490, 370]",0,test,65138,barely
9486,"[68, 17, 454, 360]",1,train,05068,barely
9487,"[47, 0, 205, 192]",2,train,05069,barely
9489,"[65, 0, 233, 240]",5,train,05062,barely
9490,"[164, 51, 565, 400]",8,test,05074,barely
9491,"[597, 65, 1400, 1080]",9,train,05063,barely
9492,"[574, 71, 1487, 1080]",10,train,05064,barely
9493,"[424, 63, 1572, 1067]",11,train,05065,barely
9494,"[504, 82, 1599, 1078]",12,train,05066,barely
9495,"[121, 31, 517, 480]",13,val,05067,barely
9498,"[170, 50, 538, 400]",3,train,05178,baseball
9499,"[143, 23, 472, 370]",4,val,65141,baseball
9500,"[188, 4, 485, 370]",5,train,65140,baseball
9501,"[231, 16, 532, 414]",6,test,05171,baseball
9503,"[243, 20, 570, 360]",8,train,05172,baseball
9504,"[110, 4, 481, 480]",10,train,05174,baseball
9505,"[66, 12, 206, 192]",11,train,05175,baseball
9508,"[158, 54, 519, 400]",1,train,05767,beg
9509,"[180, 2, 486, 370]",2,train,65168,beg
9510,"[188, 73, 500, 480]",3,val,05759,beg
9511,"[124, 0, 530, 480]",4,train,05760,beg
9512,"[132, 6, 521, 480]",5,test,05761,beg
9513,"[68, 10, 205, 192]",6,train,05762,beg
9514,"[76, 10, 205, 192]",7,train,05763,beg
9519,"[151, 52, 550, 400]",1,train,05967,benefit
9520,"[133, 12, 459, 370]",2,train,65175,benefit
9522,"[65, 10, 240, 180]",4,train,05960,benefit
9523,"[29, 0, 241, 240]",5,test,05961,benefit
9524,"[40, 20, 524, 480]",6,train,05962,benefit
9525,"[0, 0, 528, 480]",7,train,05963,benefit
9526,"[31, 13, 225, 192]",8,train,05964,benefit
9527,"[73, 14, 223, 192]",9,train,05965,benefit
9532,"[183, 21, 519, 370]",4,val,65199,bite
9533,"[425, 60, 813, 720]",5,train,06409,bite
9534,"[155, 52, 528, 400]",6,test,06419,bite
9535,"[504, 131, 1529, 1080]",7,train,06410,bite
9536,"[65, 20, 556, 480]",8,train,06411,bite
9537,"[115, 0, 546, 480]",9,train,06412,bite
9538,"[63, 28, 552, 480]",10,train,06413,bite
9539,"[72, 17, 237, 192]",11,val,06414,bite
9541,"[157, 51, 535, 400]",1,train,06536,blame
9542,"[190, 24, 517, 370]",2,train,65202,blame
9543,"[631, 40, 1759, 1080]",3,val,06528,blame
9544,"[79, 22, 577, 480]",4,train,06529,blame
9545,"[32, 7, 277, 240]",5,test,06530,blame
9546,"[57, 17, 267, 240]",6,train,06531,blame
9547,"[53, 12, 221, 192]",7,train,06532,blame
9548,"[82, 13, 223, 192]",8,train,06533,blame
9552,"[316, 0, 935, 720]",1,train,69239,boat
9553,"[242, 38, 494, 400]",2,train,06937,boat
9554,"[168, 20, 504, 370]",3,val,65221,boat
9556,"[230, 16, 528, 414]",5,test,06930,boat
9557,"[719, 54, 1600, 1080]",6,train,06931,boat
9558,"[745, 110, 1665, 1080]",7,train,06932,boat
9559,"[114, 21, 585, 480]",8,train,06933,boat
9560,"[93, 0, 521, 480]",9,train,06934,boat
9561,"[88, 22, 194, 192]",10,val,06935,boat
9563,"[312, 40, 954, 720]",1,train,69240,body
9564,"[170, 22, 533, 370]",2,train,65222,body
9565,"[577, 26, 1786, 1080]",3,val,06948,body
9567,"[73, 0, 623, 480]",5,test,06949,body
9568,"[19, 0, 508, 480]",6,train,06950,body
9569,"[60, 6, 230, 192]",7,train,06951,body
9572,"[223, 38, 520, 400]",10,val,06954,body
9574,"[168, 51, 544, 400]",1,train,07234,borrow
9575,"[199, 41, 480, 370]",3,train,65230,borrow
9577,"[515, 34, 1101, 720]",5,train,07227,borrow
9578,"[43, 10, 553, 480]",6,test,07228,borrow
9579,"[54, 29, 250, 240]",7,train,07229,borrow
9580,"[84, 17, 215, 192]",8,train,07230,borrow
9581,"[84, 18, 218, 192]",9,train,07231,borrow
9585,"[28, 12, 213, 192]",2,train,07243,boss
9586,"[44, 14, 221, 192]",4,train,07245,boss
9587,"[125, 24, 489, 370]",5,val,65231,boss
9590,"[148, 38, 480, 400]",8,train,07247,boss
9591,"[59, 11, 307, 240]",9,train,07237,boss
9592,"[125, 14, 522, 414]",10,train,07238,boss
9593,"[499, 70, 1583, 1080]",11,train,07239,boss
9594,"[39, 3, 276, 240]",13,val,07241,boss
9597,"[186, 2, 484, 370]",3,train,65234,bother
9598,"[216, 39, 476, 400]",4,val,07269,bother
9599,"[50, 12, 255, 240]",5,train,07260,bother
9600,"[743, 48, 1610, 1080]",6,test,07261,bother
9601,"[84, 4, 605, 480]",7,train,07262,bother
9602,"[84, 0, 478, 480]",8,train,07263,bother
9603,"[61, 14, 211, 192]",9,train,07264,bother
9604,"[48, 13, 216, 192]",10,train,07265,bother
9605,"[57, 14, 213, 192]",11,val,07266,bother
9607,"[381, 31, 934, 720]",1,train,69243,bottle
9608,"[181, 24, 488, 370]",2,train,65235,bottle
9609,"[3, 3, 263, 240]",3,val,07286,bottle
9611,"[622, 69, 1591, 1080]",5,test,07287,bottle
9612,"[83, 25, 554, 480]",6,train,07288,bottle
9613,"[7, 0, 534, 480]",7,train,07289,bottle
9614,"[78, 10, 221, 192]",8,train,07290,bottle
9616,"[209, 40, 473, 400]",10,val,07292,bottle
9618,"[85, 27, 614, 480]",2,train,07301,bottom
9619,"[35, 14, 586, 480]",3,train,07302,bottom
9620,"[66, 10, 235, 192]",4,val,07303,bottom
9621,"[77, 11, 237, 192]",5,train,07304,bottom
9623,"[180, 40, 508, 400]",11,train,07309,bottom
9624,"[701, 104, 1642, 1080]",12,train,07297,bottom
9625,"[618, 58, 1763, 1080]",13,train,07298,bottom
9626,"[660, 85, 1660, 1076]",14,train,07299,bottom
9627,"[745, 104, 1649, 1080]",15,val,07300,bottom
9629,"[129, 51, 609, 400]",1,train,07498,brag
9630,"[33, 0, 633, 370]",2,train,65249,brag
9631,"[42, 2, 642, 370]",3,val,65248,brag
9632,"[0, 7, 320, 240]",4,train,07492,brag
9634,"[39, 14, 630, 480]",6,train,07493,brag
9635,"[48, 0, 604, 480]",7,train,07494,brag
9636,"[48, 13, 259, 192]",8,train,07495,brag
9640,"[179, 52, 541, 400]",1,train,08127,build
9641,"[137, 16, 478, 370]",2,train,65268,build
9642,"[479, 20, 1655, 1080]",3,val,08119,build
9643,"[497, 23, 1666, 1079]",4,train,08120,build
9644,"[66, 13, 575, 480]",5,test,08121,build
9645,"[8, 0, 577, 480]",6,train,08122,build
9646,"[68, 11, 214, 192]",7,train,08123,build
9652,"[229, 15, 523, 414]",3,train,08349,bus
9653,"[104, 22, 532, 480]",6,val,08352,bus
9654,"[120, 6, 491, 360]",7,train,08353,bus
9655,"[67, 14, 216, 192]",9,test,08355,bus
9656,"[62, 0, 290, 240]",10,train,08346,bus
9660,"[62, 0, 290, 240]",18,val,08347,bus
9662,"[232, 39, 492, 400]",1,train,08455,butter
9663,"[206, 39, 493, 370]",2,train,65279,butter
9664,"[69, 5, 259, 240]",3,val,08448,butter
9666,"[425, 59, 814, 720]",5,test,08449,butter
9667,"[89, 28, 512, 480]",6,train,08450,butter
9668,"[73, 0, 570, 480]",7,train,08451,butter
9669,"[92, 14, 222, 192]",8,train,08452,butter
9674,"[49, 0, 263, 240]",3,train,08745,calm
9675,"[139, 52, 579, 400]",4,val,08755,calm
9676,"[22, 0, 305, 240]",5,train,08746,calm
9677,"[604, 26, 1785, 1080]",6,test,08747,calm
9678,"[338, 57, 1782, 1080]",7,train,08748,calm
9679,"[64, 17, 586, 480]",8,train,08749,calm
9680,"[58, 0, 583, 480]",9,train,08750,calm
9681,"[85, 2, 545, 480]",10,train,08751,calm
9682,"[81, 22, 230, 192]",11,val,08752,calm
9685,"[164, 53, 540, 400]",2,train,08868,cancel
9686,"[20, 0, 267, 240]",3,val,08859,cancel
9687,"[383, 53, 795, 720]",4,train,08860,cancel
9688,"[376, 69, 1621, 1080]",5,test,08861,cancel
9689,"[584, 58, 1423, 1080]",6,train,08862,cancel
9690,"[372, 35, 1593, 1077]",7,train,08863,cancel
9691,"[65, 8, 255, 240]",8,train,08864,cancel
9692,"[63, 20, 204, 192]",9,train,08865,cancel
9693,"[63, 11, 215, 192]",10,val,08866,cancel
9695,"[164, 51, 538, 400]",1,train,08905,candle
9696,"[195, 17, 470, 370]",2,train,65297,candle
